"9e-10,0.0000011252"
"1.1e-9,0.000008251"
"2.683e-7,0.0025031217"
"0.0076024291,9.123e-7"
"0.008483429,0.0025031217"
"0.2539580038,0.0000078296"
"0.2833876712,0.0003597305"
